Naam,Prijs,Foto,Review,Kleur
"
Craft Pro Active Extreme Shirt - Sportshirt - Mannen - Maat S - Wit
",29.99,https://media.s-bol.com/J6DmWBvj1Jm2/550x703.jpg,"['Uitstekende base layer die ik gebruik voor tijdens het fietsen, en waarbij ik tot 4 graden Celsius slechts alleen nog een jersey met lange mouwen nodig heb om warm te blijven. Ademt uitstekend. Gebruik de versie met lange mouwen voor tijdens het skieen, en denk dat te kunnen afwisselen met deze versie met korte mouwen als het niet hard sneeuwt op de pistes.']",gainsboro
"
ODLO Suw Top Crew Neck Thermoset Active Warm 2Pack Thermoshirt Heren - Black-Diving Navy - Maat L
",40.21,https://media.s-bol.com/RXlpNBp3lORz/kVVOnJ/550x679.jpg,[],darkslategray
"
Thermisch shirt vrouw kort | wit | M
",15.48,https://media.s-bol.com/6W3VXkqJ68z7/429x840.jpg,"['Heb maat 40 en bestelde dus maat L. Super klein. Paste mijn kleindochter van 10 jaar niet eens. Heb er maar poetslappen van gemaakt. Wel dure poetslappen.', 'Het thermisch shirt is aangenaam warm en past perfect volgens mijn gewone maat. Ik heb het in de machine gewassen op 30 graden en het is niet gekrompen noch vervormd. Ik ben alvast zeer tevreden.', 'Mooi shirt met een mooi afgewerkte hals en een dikke stof met zachte fluffy binnenzijde. Hij valt wel vrij klein. Ik heb hem retour gedaan omdat hij alleen op de hand te wassen is.']",lavender
"
ADV Warm Intensity  Thermoshirt Mannen - Maat XXL
",75.0,https://media.s-bol.com/m0PEk7D5pjGR/O6lp8G/550x836.jpg,"[""Dit zal ongetwijfeld een heel fijn warm shirt zijn, maar bol.com heeft zijn logistiek niet op orde. Ik bestelde tot twee keer toe een maat M van dit shirt en ik kreeg twee maal een maat S. Aangezien ik dringend zo'n shirt nodig had, ben ik maar naar een fysieke winkel gegaan, WILMA Running in Sittard. Daar krijg je tenminste service. Ik koop nooit meer kleding bij Bol.com.""]",darkslategray
"
PEARL IZUMI Lady Transfer Baselayer SS White 1+1 Gratis Maat L
",24.95,https://media.s-bol.com/YqzALlknx0RO/OYqlVB/550x585.jpg,[],red
"
Beeren Thermoshirt heren korte mouw - Wit - Maat L - Antistatische thermo heren
",19.59,https://media.s-bol.com/Wq17KML5m3gJ/550x745.jpg,"['Warm maar niet te warm juist goed.', 'Een comfortabel goed passend T shirt, wat echt direct warm aanvoelde', ""Heel fijne shirts! Lekker warm maar niet benauwd of zweterig. Goede pasvorm: zit enigszins strak om het lichaam maar niet te strak. Prettig zacht en comfortabel materiaal. Bezorging verliep helaas erg moeizaam (dit is een positieve review over de verkoper maar DHL en 'De Buren' pakketautomaat verdienen nog niet 1 ster). Wel goed opgepakt door de klantenservice van de verkoper, dus daar ben ik wel heel tevreden over, bedankt voor de hulp!"", 'Zaten gaten in bij aankomst verder was het product van slechte kwaliteit. Jammer!', 'Zit heerlijk en houdt je goed warm.Goede kwaliteit voor een realistische prijs.', 'Goede kwaliteit, dat is wat ik er goed aan vind.']",gainsboro
"
Heat Keeper dames thermoshirt grijs - Maat M
",17.94,https://media.s-bol.com/ZggqyKJGXXDv/nPXwQR/550x729.jpg,[],darkslategray
"
BlackSpade Dames Thermo Shirt Korte Mouw Zwart-XL
",19.95,https://media.s-bol.com/76pPEjg9q83w/550x689.jpg,[],darkslategray
"
Thermisch shirt kort V-hals | zwart | L
",17.38,https://media.s-bol.com/83jY1mm4xkyo/498x840.jpg,['Zit goed strak om het lichaam en houd je goed warm. Het houd me zelfs zo warm dat als ik in beweging ben op het werk de trui niet eens nodig is'],lavender
"
Dames thermoshirt met lange mouwen - Zwart/Roze - Maat S/M
",23.95,https://media.s-bol.com/N12o5wnrz9kz/00yMy7/550x636.jpg,['Op zich een leuk shirt met de paarse kleur accenten. Helaas retour gestuurd omdat de mouwen vrij wijd vallen.'],black
"
Craft Crewneck 'Warm' - Thermoshirt - Dames - L - Zwart
",34.99,https://media.s-bol.com/5790LkkwZmBA/550x744.jpg,[],darkslategray
"
Chimb - Compressie shirt - Thermoshirt - Heren - Maat L - Zwart
",22.95,https://media.s-bol.com/q6p9qNON2M73/q7zp7Kk/550x577.jpg,[],black
"
ODLO Bl Top Crew Neck L/S Natural 100% Merino Warm Thermoshirt Dames - Maat XL
",81.95,https://media.s-bol.com/YE10k1x0Q7np/550x673.jpg,['Aangenaam en warm basisstuk voor gebruik bij lage temperaturen'],darkslategray
"
Thermisch shirt kort V-hals | wit | L
",15.89,https://media.s-bol.com/79gJ1ll4wjxA/498x840.jpg,['Zit goed strak om het lichaam en houd je goed warm. Het houd me zelfs zo warm dat als ik in beweging ben op het werk de trui niet eens nodig is'],lavender
"
Odlo Bl Top Crew Neck S/S Performance Light Heren Thermoshirt - Black - Maat M
",35.42,https://media.s-bol.com/YVm7MGZWg0RO/lxo1zQV/550x589.jpg,[],black
"
ten Cate Thermo heren thermo t-shirt wit voor Heren | Maat XL
",33.9,https://media.s-bol.com/NGxJ0852GB0m/yOr80w/550x711.jpg,['Goede pasvorm'],lavender
"
Craft Active Extreme 2.0 Cn Ls W 1904491 - Sportshirt - White - Dames - Maat XS
",39.95,https://media.s-bol.com/JqgEQw8gvPZJ/550x756.jpg,"['Heel licht, comfortabel. Doet wat het doen moet.', 'Alleen maar positief: mooie pasvorm, kleur komt overeen met afbeelding en goede prijs/kwaliteitverhouding.']",whitesmoke
"
Craft Active Extreme - Thermoshirt - Dames - Maat XS - White/Silver
",25.0,https://media.s-bol.com/3Blqw2LQJqx/550x650.jpg,[],lightgray
"
Odlo Shirt Ronde Hals Lange Mouwen ACTIVE WARM ECO GRIJS - Maat XL
",38.0,https://media.s-bol.com/g8kBAWg60kJG/ROqNp8z/550x685.jpg,"['Goed Odlo shirt, categorie warm en dat is ie ook! Heerlijke shirts.Goede en snelle levering ook.Gebruikelijke maat aanhouden en het zit goed.']",darkslategray
"
Craft Active Extreme X Rn S/S Thermoshirt Dames - Maat L
",34.99,https://media.s-bol.com/vxE27vqZlY9L/XXz0XA/550x733.jpg,[],gainsboro
"
Nike Dry Park First Layer Longsleeve Thermoshirt Unisex - Maat 140 M-140/152
",19.9,https://media.s-bol.com/JVjOknWJqpJ/550x787.jpg,"['Goede maat, mooie kleur, snel geleverd', 'Voor buiten sport komt dit goed van pas vooral met deze donkere dagen', 'Tijdens buitensport geen last meer van lage temperaturen', 'Geen last meer van koud', 'Goede prijs/kwaliteitverhouding, dat is wat ik er goed aan vind.', 'Ik had niet gezien dat dit de kindershirts zijn, is niet erg duidelijk....']",darkslateblue
"
All Active Sportswear Shirt Windbreaker Essentials KM
",12.95,https://media.s-bol.com/RKqLA3vvgNWO/kME95X/550x756.jpg,['Voldoet absoluut en de prijs is meer dan redelijk voor   deze shirt. Heeft een goede vochtregulatie en zit erg prettig.'],whitesmoke
"
RJ Bodywear Dames T-Shirt Thermo Cool zwart mt M
",22.45,https://media.s-bol.com/Nkkr21gE89zv/550x645.jpg,['Zit als gegoten en je wordt er niet zweterig in zo’n zijn shirt dat ik er nog een besteld heb'],darkslategray
"
Campri Thermoshirt korte mouw (2-Pack) - Sportshirt - Dames - Maat L - Zwart
",29.6,https://media.s-bol.com/qjVVmr0R2KD3/550x470.jpg,['Maat komt goed overeen en zitten fijn'],black
"
Craft Active Comfort Rn Ss W 1903790 - Sportshirt - Typhoon/Poppy - Dames - Maat XS
",19.99,https://media.s-bol.com/3olmMV65YJO/550x773.jpg,"['goede pasvorm', 'Heerlijk sportshirt! Als je dit shirt aantrekt, merk je niet eens dat je het aan hebt. De lengte van het shirt is fijn te noemen. Zeer tevreden over de kwaliteit. Ik zou dit shirt aan een ieder aan bevelen.', 'Mooi Warm ondershirt', 'Een fijn shirt, voelt als een thermoshirt (niet te dik) en zorgt dat je lichaam niet koud wordt van het zweten. Het shirt drijft echt het vocht weg.', 'Comfortabel, functioneel en prettig shirt, heerlijk bij het sporten in de sportschool of outdoor activiteiten.', 'Een shirt dat perfect past en heerlijk zit!']",black
"
Hoogkwalitatieve Dames Thermo Shirt / Col Trui / Turtleneck Shirt | Warmte Trui / Warmhoudende Shirt | Wit - M/L
",27.95,https://media.s-bol.com/qpv6N91m8Bmk/K7GEGz/550x710.jpg,[],black
"
Dames thermohemd - kamisole - onderhemd - 10% wol - maat XL
",22.95,https://media.s-bol.com/BEV6V0jPBvAQ/q2BGlp/432x840.jpg,[],gainsboro
"
Avento Thermoshirt - Mannen - Wit - Maat M
",17.38,https://media.s-bol.com/YQ9NYpEBng7W/NxVXpz6/550x736.jpg,"['goede pasvorm', 'Geweldige pasvorm mooi lang voor en achterEcht een aanraderJe vormgeving komt er mooi in uit', 'zit lekker en is ook lekker warm ben veel buiten aan het werk dus dit helpt erg goed tegen de kou', 'Uitstekend product. Zowel voor warme dagen als voor koude. Neemt vocht goed op en geeft het niet af. Blijft mooi in model, ook na een aantal keer wassen (volgens voorschrift!).', 'Goede prijs voor een prima shirt met goede pasvorm.', 'Maatvoering komt niet overeen met gangbare maatvoering overige merken. Maat L gekocht, maar veel te klein t.o.v. andere gangbare merken. Is in vergelijking eerder M dan L']",gainsboro
"
Craft Active Extreme X Wind lange mouw  Thermoshirt - L - Heren - Zwart
",79.5,https://media.s-bol.com/RKy1XvPV8OkO/DW59A6/550x700.jpg,[],darkslategray
"
Nike Park Dry First Layer Longsleeve Thermoshirt Mannen - Maat M
",23.99,https://media.s-bol.com/qxxOErExZz4r/550x761.jpg,"['In een van de reviews stond dat het artikel &#039;klein uitviel qua maat&#039; maar dat is niet zo. Mijn man heeft normaal maat L, maar vanwege het &#039;klein uitvallen&#039; had ik voor de zekerheid nu XL genomen, maar eigenlijk is het shirt nu (te) ruim. De maten vallen dus conform hun aanduiding!', 'Comfortabel', 'Te groot voor vrouwen. Heb de kleinste maat genomen en is nog steeds te groot voor mij. (Vrouw met normaal maat M)', 'fijne aankoop. met het zweten helpt het enorm. stinkt niet en zorgt dat je niet zo zeiknat bent', 'Zit heerlijk!!', 'Heerlijk shirt!']",darkslategray
"
Nike Dry Park First Layer Longsleeve Shirt Thermoshirt Unisex - Maat 128 S-128/140
",16.0,https://media.s-bol.com/KK6qLMkQP1n/550x754.jpg,"['Goede maat, mooie kleur, snel geleverd', 'Voor buiten sport komt dit goed van pas vooral met deze donkere dagen', 'Tijdens buitensport geen last meer van lage temperaturen', 'Geen last meer van koud', 'Goede prijs/kwaliteitverhouding, dat is wat ik er goed aan vind.', 'Ik had niet gezien dat dit de kindershirts zijn, is niet erg duidelijk....']",whitesmoke
"
F-Lite MegaLight 140 Longshirt Man Zwart XXL
",39.9,https://media.s-bol.com/3OGYXg39KG6p/gZ5GNz3/481x840.jpg,[],darkslategray
"
Craft Active Extreme X Wind lange mouw Thermoshirt - S - Heren - Zwart
",67.0,https://media.s-bol.com/M15mzYLN4NgP/550x699.jpg,[],darkslategray
"
Stanno Core Baselayer Long Sleeve Shirt - Maat M
",27.99,https://media.s-bol.com/YX9No22KgWEn/KLgxZR/550x795.jpg,[],orangered
"
Core - Dry Active Comfort LS - Thermoshirt - Dames - M
",39.95,https://media.s-bol.com/rqVPpZ7k1VOE/5wxPWX/511x840.jpg,[],black
"
AGU Everyday Thermoshirt Mouwloos - Wit - L/XL
",30.0,https://media.s-bol.com/mQNYXyZADjr3/405x840.jpg,"['Goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit, ik ben enthousiast!', 'Fijn shirt en valt normaal', 'Zit heel prettig en houdt je ook warm in een herfstrit. Na de rit haast niet vochtig van zweet, dus droogt ook snel.']",lavender
"
Robey Baselayer Shirt - Royal Blue - S
",29.95,https://media.s-bol.com/mkvWwwQmqNLA/MAJB8P/550x813.jpg,"['past goed maat is goed', 'Zit als gegoten en houdt heerlijk warm tijdens het voetballen.']",royalblue
"
Beeren Thermo Heren Shirt Lange Mouw Marine XL
",23.0,https://media.s-bol.com/YrxMxQOPz0RO/0YW0ZA3/550x724.jpg,[],darkslategray
"
Nike Park Dry First Layer Longsleeve  Thermoshirt Mannen - Maat S
",28.6,https://media.s-bol.com/733oxwEKJXor/550x787.jpg,"['In een van de reviews stond dat het artikel &#039;klein uitviel qua maat&#039; maar dat is niet zo. Mijn man heeft normaal maat L, maar vanwege het &#039;klein uitvallen&#039; had ik voor de zekerheid nu XL genomen, maar eigenlijk is het shirt nu (te) ruim. De maten vallen dus conform hun aanduiding!', 'Comfortabel', 'Te groot voor vrouwen. Heb de kleinste maat genomen en is nog steeds te groot voor mij. (Vrouw met normaal maat M)', 'fijne aankoop. met het zweten helpt het enorm. stinkt niet en zorgt dat je niet zo zeiknat bent', 'Zit heerlijk!!', 'Heerlijk shirt!']",steelblue
"
Craft Active Comfort Roundneck Ss Sportshirt Heren - Black
",41.95,https://media.s-bol.com/NkzQgy42vyvv/550x786.jpg,"['Prima shirt voor prima prijs!Ademend, soepel! Prima als ondersoort bij het hardlopen!', 'Houd je lichaam droog', 'Functioneel en ook nog mooi.', 'Positieve punten van dit artikel zijn: mooie pasvorm en goede prijs/kwaliteitverhouding.', 'Zit comfortabel', 'Ik ben zeer tevreden over deze sportkleding. Wat ik vooral goed vind: Mooie pasvorm, Goede prijs/kwaliteitverhouding']",darkslategray
"
Nike Dry Park First Layer Longsleeve Thermoshirt Unisex - Maat 134 S-128/140
",21.0,https://media.s-bol.com/y0RmyV4kP5W/550x787.jpg,"['Goede maat, mooie kleur, snel geleverd', 'Voor buiten sport komt dit goed van pas vooral met deze donkere dagen', 'Tijdens buitensport geen last meer van lage temperaturen', 'Geen last meer van koud', 'Goede prijs/kwaliteitverhouding, dat is wat ik er goed aan vind.', 'Ik had niet gezien dat dit de kindershirts zijn, is niet erg duidelijk....']",darkslategray
"
All Active Sportswear Shirt Essentials KM
",12.95,https://media.s-bol.com/JqgEQwvjGn9D/550x702.jpg,[],whitesmoke
"
Craft Cool Seamless SS Sport Shirt Heren Sportshirt - Maat M  - Mannen - zwart Maat M/L
",39.95,https://media.s-bol.com/3B9vkMDNpl4/550x665.jpg,"['Het is een heerlijk verkoelend shirt en vooral zijn werk doet bij temperaturen boven de 20 graden. Mijn lichaam blijft op temperatuur.', 'Goed zittend shirt', 'zit super onder mijn wielershirt', 'licht en duurzaam']",black
"
Odlo Bl Top Crew Neck S/S Performance Light Dames Thermoshirt - Black - Maat M
",35.42,https://media.s-bol.com/qAnQ238zv7NG/GR98DOK/550x722.jpg,['Volgens de verpakking is het ondergoed. Ik had dat niet uit de productomschrijving gehaald. Het is wel fijn om in te sporten.'],black
"
Embrator mannen Thermo Shirt longsleeve zwart maat M
",19.95,https://media.s-bol.com/qpWw1z054KWy/QgM3Zq/550x608.jpg,"['Mooi zittend shirt, maar geen thermo, voelt niet warm en staat ook niet op de verpakking.']",darkslategray
"
Kinder thermo shirt - maat 128 / 134 - zwart unisex - ondershirt - thermoshirt zwart
",18.65,https://media.s-bol.com/g28gYlvnG693/550x674.jpg,[],lavender
"
Craft - Core Wool Merino LS Tee - Thermoshirt - Heren - Zwart - L
",61.99,https://media.s-bol.com/Yl9VPRoLyDDO/1rzr3O0/495x840.jpg,"['Mooi shirt dat ondanks het dunne materiaal toch lekker warm is. Valt alleen NIET klein zaols aangegeven maar eerder ruim. Mijn man heeft kledingmaat 48 en de L is echt te groot, daarom geruild voor een M.']",black
"
Falke Warm Longsleeve mannen thermoshirt black-fuego
",50.0,https://media.s-bol.com/LJxOg4P8wrYw/477x840.jpg,[],darkslategray
"
All Active Sportswear Singlet Thermisch Black
",11.95,https://media.s-bol.com/7y46x3QlZGgQ/RK0pzE/483x840.jpg,[],black
"
Craft CRAFT COOL MESH SUPERL SL W - WHITE - Dames - Maat M
",39.9,https://media.s-bol.com/BpmPVBnqv2rk/r1wwBk/428x840.jpg,[],gainsboro
"
Craft Active Extreme X Wind lange mouw Thermoshirt - M - Heren - Zwart
",67.0,https://media.s-bol.com/KQ5kxWJz4zBl/550x699.jpg,[],darkslategray
"
Odlo Bl Top Crew Neck L/S Blackcomb Dames Thermoshirt - Black-Cerise - Maat XL
",35.9,https://media.s-bol.com/qxYWzgDmlDpR/550x727.jpg,"['zit lekker , warm , goede pasvorm, staat minder saai']",darkslategray
"
Core Dry Active Comfort  Thermoshirt Vrouwen - Maat L
",35.96,https://media.s-bol.com/8z1DmD7xRpQW/jAY4yB/550x797.jpg,[],dimgray
"
Jako Turtleneck Comfort 2.0 Thermoshirt - Maat S  - Mannen - zwart
",29.45,https://media.s-bol.com/J7D8xWP8gQNP/k5JVwwr/550x642.jpg,"['Na een voorraadverschil, hebben ze alles in het werk gesteld om de artikelen zo snel mogelijk geleverd te krijgen. Echt een top service.', 'Goed zittende thermo.', 'Fijn thermoshirt, lekker warm. Alleen de kol wordt wijd bij het dragen.']",black
"
Heat Keeper Thermoshirt Dames - Kleur Grijs- Lange mouw - Maat M
",22.54,https://media.s-bol.com/qD0Dxk9XZO73/ZYWVvZw/550x755.jpg,[],darkslategray
"
Campri Thermoshirt + Thermobroek - Junior - Maat 140 - Zwart
",24.9,https://media.s-bol.com/qPq68qL06gG/550x399.jpg,"['Bij deze set paste de broek prima maar viel het shirt klein uit! Twee losse shirts in dezelfde maat bestelt en die vieren wel op de juiste maat...', 'Neem een maat groter', 'Goed', 'zeer goed gebruik voor een lange tijd.', 'Alleen maar positief: mooie pasvorm, kleur komt overeen met afbeelding en goede prijs/kwaliteitverhouding.', 'Positieve punten van dit artikel zijn: mooie pasvorm en goede prijs/kwaliteitverhouding.']",black
"
Craft - Thermo Singlet - Thermoshirt - Mouwloos - Heren - Oranje - Maat S
",15.0,https://media.s-bol.com/J1pKy24yKQ1v/jNNzgY/455x840.jpg,[],sienna
"
Nike Park Dry First Layer Longsleeve Thermoshirt Mannen - Maat L
",20.0,https://media.s-bol.com/733oxqRYRkrG/550x787.jpg,"['In een van de reviews stond dat het artikel &#039;klein uitviel qua maat&#039; maar dat is niet zo. Mijn man heeft normaal maat L, maar vanwege het &#039;klein uitvallen&#039; had ik voor de zekerheid nu XL genomen, maar eigenlijk is het shirt nu (te) ruim. De maten vallen dus conform hun aanduiding!', 'Comfortabel', 'Te groot voor vrouwen. Heb de kleinste maat genomen en is nog steeds te groot voor mij. (Vrouw met normaal maat M)', 'fijne aankoop. met het zweten helpt het enorm. stinkt niet en zorgt dat je niet zo zeiknat bent', 'Zit heerlijk!!', 'Heerlijk shirt!']",darkslategray
"
Avento Shirt Base Layer Lange Mouw - Mannen - Wit - Maat M
",18.25,https://media.s-bol.com/g56vqZJq42V6/550x670.jpg,"['Valt te klein, dat vind ik minder goed.', 'Helaas is dit geen thermoshirt te noemen. Je wordt hierin te nat en te koud. Pasvorm is ok. Technisch gezien is het een te eenvoudig shirt en de stof te dun. Kortom, op prijs/kwaliteit schiet dit shirt te kort en is dit een miskoop geweest.', ""Maat S. Goede pasvorm torso maar erg nauw aan onderarm en pols. Gladzwart. Voor mij liever een Wedz'e.""]",lavender
"
AGU Summerday Thermoshirt Korte Mouw - Zwart - XXL
",40.0,https://media.s-bol.com/q7zRRXZrYnm2/xvRoMzl/550x728.jpg,['Super om te dragen.'],black
"
Nike Dry Park First Layer Longsleeve Thermoshirt Unisex - Maat 152 L-152/158
",19.9,https://media.s-bol.com/grvkqwzJz9Y/550x787.jpg,"['Goede maat, mooie kleur, snel geleverd', 'Voor buiten sport komt dit goed van pas vooral met deze donkere dagen', 'Tijdens buitensport geen last meer van lage temperaturen', 'Geen last meer van koud', 'Goede prijs/kwaliteitverhouding, dat is wat ik er goed aan vind.', 'Ik had niet gezien dat dit de kindershirts zijn, is niet erg duidelijk....']",darkslateblue
"
Craft Core Dry Active Comfort HZ Thermoshirt Vrouwen - Maat M
",53.1,https://media.s-bol.com/L1jYPgNvrWqj/LGZmDw/399x840.jpg,[],indianred
"
Craft Active Comfort Roundneck Ls Dames Sportshirt - White - XL
",31.2,https://media.s-bol.com/zBvnPry9OK1Z/550x746.jpg,"['Fijne pasvorm en maakt niet zweterig', 'Fijne pasvorm. Zit strak, maar absoluut niet te strak. Houdt daarnaast je lichaam warm, maar de stof maakt niet dat meer gaat zweten dan zonder het shirt.', 'Zit makkelijk. Houdt zijn vorm.', 'prettig zittend thermoshirt. goede kwaliteit.', 'lekker warmmooie uitvoeringleuk kleur', 'Ik ben zeer tevreden over deze sportkleding. Wat ik vooral goed vind: Mooie pasvorm, Goede prijs/kwaliteitverhouding']",darkgray
"
WiseGoods Luxe Thermoshirt Dames - Thermo Kleding - Shirt - Shirts - Tshirt - T-Shirt - T-Shirts - Winter - Thermokleding - Wit L
",24.95,https://media.s-bol.com/m0nQx8zvD093/8O4JoL/550x550.jpg,[],lavender
"
Beeren Thermo Heren T-Shirt Wolwit L
",16.25,https://media.s-bol.com/NXj8rDJjBxvv/lxB21vl/550x745.jpg,[],gainsboro
"
AGU Summerday Thermoshirt Korte Mouw - Wit - S/M
",33.95,https://media.s-bol.com/r0loqGX7wv42/425x840.jpg,['Super om te dragen.'],gainsboro
"
Merino Mid Layer Full Zip Jacket 600
",193.99,https://media.s-bol.com/G9VwWY9PQkqL/z6KjD4r/550x670.jpg,['Woolpower kleding zit lekker warm. Ik ben er erg tevreden mee.'],darkslategray
"
Jako Comfort 2.0 Thermoshirt Mannen - Maat M
",28.34,https://media.s-bol.com/RO9RxAVYY8v0/550x592.jpg,['Fijn shirt'],midnightblue
"
Heat Keeper dames thermo shirt - Grijs - Maat L
",15.95,https://media.s-bol.com/N5WJy60G6278/voL40L8/550x727.jpg,"['Hij zit lekker warm, strak om mij heen maar niet benauwd']",darkslategray
"
Thermisch shirt lang ronde hals | zwart | L
",16.89,https://media.s-bol.com/lRB6xAA7lvx5/485x840.jpg,[],whitesmoke
"
Falcon - Thermoshirt - Underwear - Heren - Zwart - Maat S
",24.99,https://media.s-bol.com/gDDAORWjAjyG/62V6WO/550x776.jpg,[],black
"
Active Extreme X Thermoshirt Vrouwen - Maat M
",29.98,https://media.s-bol.com/JKD2WVqj26WP/wEL4NX/473x840.jpg,[],darkslategray
"
Craft active extreme 2.0 cn ss w - Sportshirt - Dames - Black - M
",48.9,https://media.s-bol.com/Blkyx1KAEGN/550x795.jpg,"['Beetje strakke pasvorm maar zit verder heerlijk', 'Ik ben zeer tevreden over deze sportkleding. Wat ik vooral goed vind: Mooie pasvorm, Kleur komt overeen met afbeelding, Goede prijs/kwaliteitverhouding', 'Fijn shirt, goede pasvorm']",black
"
Craft Active Extreme 2.0 Thermoshirt Dames Sportshirt - Maat XL  - Vrouwen - zwart
",38.72,https://media.s-bol.com/ymvXDp6pxo5R/550x755.jpg,"['Heel licht, comfortabel. Doet wat het doen moet.', 'Alleen maar positief: mooie pasvorm, kleur komt overeen met afbeelding en goede prijs/kwaliteitverhouding.']",black
"
Odlo Suw Top Crew Neck L/S Performance Blackcomb Sportshirt Heren - Black-Concrete Grey
",40.0,https://media.s-bol.com/xkkw4oRJ9NZr/550x630.jpg,['Lekker shirt'],darkslategray
"
Odlo Thermoshirt Womens Crew Neck  Active Warm Eco - Black Medium
",49.95,https://media.s-bol.com/qoEJzM2KROn0/BjQ02X/550x664.jpg,"['Goed Odlo shirt, categorie warm en dat is ie ook! Heerlijke shirts.Goede en snelle levering ook.Gebruikelijke maat aanhouden en het zit goed.']",black
"
Jako Comfort Shirt LM - Thermoshort  - blauw - XL
",28.7,https://media.s-bol.com/kVZ1w1Vxz9X/550x692.jpg,[],teal
"
21Virages Zweethemd LUCA lange mouwen met col unisex zwart-XXL
",24.95,https://media.s-bol.com/Rwp1Dy8Q87mw/oVnkwMY/550x822.jpg,[],black
